MEDIA_ID,OBJECT,MEDIAKEY,CAPTION
1984-1444.jpg,1984-1444,82518,"Wooden netsuke showing a man applying moxa, signed Miwa with Kakihan late 18th century, Japanese"
1967-0145_(0001).jpg,1967-145,92901,"Harden fire grenade, 1871"
1967-0145_(0002).jpg,1967-145,92902,"Harden fire grenade, 1871"
1967-0145_(0003).jpg,1967-145,92903,"Harden fire grenade, 1871"
img0063.jpg,1980-714,64688,
img0064.jpg,1971-340,64689,
img0065.jpg,1935-25/1,64690,
img0066.jpg,1938-439,64691,
img0068.jpg,1935-528/68,64692,
img0069.jpg,1960-234,64693,
img0070.jpg,1935-528/18,64694,
img0071.jpg,1925-31,64695,
img0073.jpg,1938-655,64696,
img0074.jpg,1938-656,64697,
img0075.jpg,1964-198/2,64698,
img0076.jpg,1984-412/1,64699
img0077.jpg,1984-412/2,64700
img0078.jpg,1984-412/3,64701
img0080.jpg,1984-412/4,64702
img0081.jpg,1984-412/8,64703
img0082.jpg,1984-412/5,64704
img0083.jpg,1984-412/10,64705
img0084.jpg,1984-412/7,64706
img0085.jpg,1984-412/6,64707
img0086.jpg,1984-412/9,64708
img0087.jpg,1897-59/1,64709
img0088.jpg,1983-815,64710
img0089.jpg,1963-121,64711
img0090.jpg,1935-528/12,64712
img0091.jpg,1935-528/15,64713
img0092.jpg,1935-528/9,64714
img0093.jpg,1935-528/8,64715
img0094.jpg,1935-528/42,64716
img0095.jpg,1935-528/45,64717
img0096.jpg,1935-528/50,64718
img0097.jpg,1982-972,64719
img0098.jpg,1857-109,64720
img0099.jpg,1905-45,64721
img0100.jpg,1962-210,64722
img0101.jpg,1965-164,64723
img0102.jpg,1950-220/2,64724
img0001.jpg,1950-158/2,64824
img0003.jpg,1965-316,64825
img0004.jpg,1860-11,64826
img0005.jpg,1889-137,64827
img0006.jpg,1960-205,64828
img0007.jpg,1952-83,64829
img0008.jpg,1966-288,64830
img0009.jpg,1914-87,64831
img0010.jpg,1964-260,64832
img0011.jpg,1935-528/16,64833
img0012.jpg,1935-528/14,64834
img0013.jpg,1935-528/40,64835
img0014.jpg,1935-528/44,64836
img0015.jpg,1935-528/17,64837
img0016.jpg,1935-528/62,64838
img0017.jpg,1935-528/7 Pt4,64839
img0019.jpg,1935-528/60,64840
img0020.jpg,1935-528/24,64841
img0021.jpg,1935-528/27,64842
img0022.jpg,1935-528/28,64843
img0023.jpg,1935-528/58,64844
img0024.jpg,1935-528/26,64845
img0025.jpg,1935-528/20,64846
img0026.jpg,1935-528/39,64847
img0027.jpg,1935-528/43,64848
img0028.jpg,1935-528/36,64849
img0029.jpg,1935-528/38,64850
img0030.jpg,1935-528/47 Pt1,64851
img0031.jpg,1935-528/41,64852
img0032.jpg,1935-528/49,64853
img0033.jpg,1897-59/2,64854
img0034.jpg,1935-528/6,64855
img0035.jpg,1935-528/54,64856
img0036.jpg,1935-528/21,64857
img0037.jpg,1935-528/23,64858
img0038.jpg,1935-528/53,64859
img0039.jpg,1935-528/5,64860
img0040.jpg,1935-528/29,64861
img0041.jpg,1935-528/13,64862
img0042.jpg,1935-528/25,64863
img0086.jpg,1934-439/24,64907
img0087.jpg,1934-439/23,64908
img0088.jpg,1934-439/27,64909
img0089.jpg,1934-439/10,64910
img0090.jpg,1934-439/6,64911
img0091.jpg,1934-439/9,64912
img0092.jpg,1934-439/14,64913
img0093.jpg,1934-439/5,64914
img0094.jpg,1934-439/7,64915
img0095.jpg,1934-439/17,64916
img0096.jpg,1926-803,64917
img0097.jpg,1926-236,64918
img0098.jpg,1956-127,64919
img0099.jpg,1932-192,64920
img0100.jpg,1928-1099,64921
img0101.jpg,1962-339,64922
img0102.jpg,1922-550,64923
img0103.jpg,1951-187,64924
img0104.jpg,1965-301,64925
img0105.jpg,1968-742,64926
img0107.jpg,1937-121/34,64927
img0108.jpg,1937-121/33,64928
img0001.jpg,1937-121/31,65034
img0002.jpg,1937-121/32,65035
img0003.jpg,1937-121/24,65036
img0004.jpg,1937-121/30,65037
img0005.jpg,1937-121/27,65038
img0006.jpg,1937-121/29,65039
img0007.jpg,1937-121/28,65040
img0008.jpg,1937-121/23,65041
img0009.jpg,1937-121/26,65042
img0010.jpg,1937-121/22,65043
img0011.jpg,1937-121/25,65044
img0012.jpg,1937-121/15,65045
img0013.jpg,1937-121/14,65046
img0014.jpg,1937-121/13,65047
img0015.jpg,1937-121/19,65048
img0016.jpg,1937-121/16,65049
img0017.jpg,1937-121/18,65050
img0018.jpg,1937-121/17,65051
img0019.jpg,1937-121/12,65052
img0020.jpg,1937-121/39,65053
img0021.jpg,1937-121/21,65054
img0022.jpg,1968-601,65055
img0023.jpg,1937-121/11,65056
img0024.jpg,1937-121/7,65057
